name,ministry,salary,bank_account,bank_name,biometric_id,attendance_rate,employment_date,id
Ade Oyedepo,Ministry of Agriculture,496050,3416127881,Zenith,BIO_81850,97.4,2021-06-08,EMP_005301
Abubakar Musa,Ministry of Water Resources,469811,1048134986,Zenith,BIO_25510,91.1,2024-08-29,EMP_005302
Adaeze Nwosu,Ministry of Water Resources,491198,5805626344,Zenith,BIO_29738,97.19,2022-11-02,EMP_005303
Bola Adebayo,Federal Roads Maintenance Agency,316245,1842582532,UBA,BIO_26923,93.64,2017-10-08,EMP_005304
Abubakar Musa,Federal Roads Maintenance Agency,258553,6288713635,UBA,BIO_24830,88.66,2016-11-22,EMP_005305
Adaeze Ani,Ministry of Works,80939,7504258754,Access,BIO_59560,85.72,2024-06-05,EMP_005306
Uchenna Onyeka,Federal Roads Maintenance Agency,324047,8751052524,Zenith,BIO_11245,98.72,2023-10-18,EMP_005307
Chioma Eze,Ministry of Agriculture,131230,8156466758,GTBank,BIO_33537,90.23,2021-08-22,EMP_005308
Tunde Oyedepo,Ministry of Health,376926,8799507734,Zenith,BIO_64566,87.96,2019-06-11,EMP_005309
Chukwu Nwankwo,Ministry of Education,338007,8788416502,UBA,BIO_58996,86.25,2022-12-31,EMP_005310
Zainab Mohammed,Ministry of Health,368122,8939904436,First Bank,BIO_16133,95.58,2017-01-14,EMP_005311
Chukwu Eze,Ministry of Agriculture,370821,5242275400,Zenith,BIO_76264,90.03,2017-10-13,EMP_005312
Uchenna Ani,Nigeria Customs Service,341675,4777003718,First Bank,BIO_22861,88.39,2021-07-15,EMP_005313
Chukwu Ani,Ministry of Agriculture,334982,6238305071,First Bank,BIO_49108,94.98,2020-12-18,EMP_005314
Chioma Eze,Ministry of Water Resources,492546,2552313628,Access,BIO_54449,96.71,2019-11-21,EMP_005315
Amina Ahmad,Nigeria Customs Service,288592,7835122811,Access,BIO_34332,91.75,2022-01-01,EMP_005316
Okechukwu Obiora,Civil Service Commission,433798,1731835913,First Bank,BIO_94873,88.5,2023-08-17,EMP_005317
Ibrahim Musa,Federal Roads Maintenance Agency,497653,4768442031,GTBank,BIO_58341,91.6,2018-10-12,EMP_005318
Chiamaka Nwosu,Ministry of Works,411994,5925013060,GTBank,BIO_41055,88.08,2017-05-20,EMP_005319
Bola Ogunlesi,Ministry of Health,470343,3033775619,GTBank,BIO_60335,92.06,2019-11-22,EMP_005320
Bola Oyedepo,Ministry of Works,419829,4558080034,GTBank,BIO_37425,86.36,2024-06-03,EMP_005321
Femi Oyedepo,Federal Roads Maintenance Agency,381081,8812236835,UBA,BIO_86729,94.19,2018-08-29,EMP_005322
Zainab Yusuf,Nigeria Customs Service,254058,7405730358,Zenith,BIO_58109,89.43,2022-10-17,EMP_005323
Ade Adebayo,Ministry of Works,259166,4503869595,GTBank,BIO_32893,85.05,2020-10-05,EMP_005324
Femi Ogunlesi,Ministry of Power,285855,4615292656,First Bank,BIO_59140,90.08,2021-10-17,EMP_005325
Fatima Suleiman,Civil Service Commission,454605,4398144836,GTBank,BIO_48187,93.49,2023-09-16,EMP_005326
Dele Adeleke,Ministry of Works,215423,7528289127,First Bank,BIO_29802,93.47,2021-03-31,EMP_005327
Tayo Adeyemi,Ministry of Water Resources,444480,2276289082,UBA,BIO_63164,97.68,2018-12-30,EMP_005328
Adaeze Ani,Civil Service Commission,354744,6342146203,UBA,,99.9,2025-11-25,EMP_005329
Adaeze Nwankwo,Ministry of Finance,207835,8913095663,Zenith,BIO_79817,85.63,2020-09-19,EMP_005330
Ade Adeleke,Nigeria Customs Service,249012,4228778196,UBA,BIO_83478,90.71,2016-10-28,EMP_005331
Tunde Williams,Ministry of Health,289207,7081036077,First Bank,BIO_81370,93.89,2016-12-22,EMP_005332
Tunde Williams,Civil Service Commission,246654,2856072483,GTBank,BIO_97276,86.39,2019-07-26,EMP_005333
Tayo Adebayo,Ministry of Education,175995,7339026515,GTBank,BIO_10193,97.89,2021-05-28,EMP_005334
Hassan Yusuf,Ministry of Works,232051,6266547991,UBA,BIO_95399,89.74,2018-10-07,EMP_005335
Nnamdi Okafor,Civil Service Commission,199964,3210992512,GTBank,BIO_61913,97.37,2022-11-01,EMP_005336
Bola Williams,Ministry of Health,212135,4644908655,Zenith,BIO_48346,85.31,2017-05-08,EMP_005337
Ibrahim Yusuf,Federal Roads Maintenance Agency,498103,7729663177,GTBank,BIO_37453,91.76,2017-07-12,EMP_005338
Ade Ogunlesi,Nigeria Customs Service,341450,7808079332,Zenith,BIO_83970,94.36,2024-06-08,EMP_005339
Tunde Ogunlesi,Nigeria Customs Service,194113,7121545227,UBA,BIO_53376,96.63,2023-07-11,EMP_005340
Abubakar Umar,Ministry of Agriculture,478505,7482471558,Zenith,BIO_62766,91.18,2023-09-02,EMP_005341
Ade Adeleke,Ministry of Finance,458037,3492037591,Access,BIO_28806,95.04,2019-01-24,EMP_005342
Yemi Ogunlesi,Civil Service Commission,440996,5234537318,UBA,,99.9,2026-02-13,EMP_005343
Tunde Adeyemi,Ministry of Works,472049,9802194934,GTBank,BIO_90189,92.84,2023-05-24,EMP_005344
Yemi Adeleke,Federal Roads Maintenance Agency,432203,2771738329,UBA,BIO_63292,95.01,2017-02-22,EMP_005345
Ade Adeleke,Ministry of Agriculture,234618,8654247057,UBA,BIO_71856,91.75,2021-12-10,EMP_005346
Tayo Adeleke,Ministry of Health,122829,7730418522,UBA,BIO_16974,97.74,2023-06-19,EMP_005347
Ade Adebayo,Ministry of Works,399090,1756110722,First Bank,BIO_82474,86.61,2024-07-27,EMP_005348
Chioma Nwankwo,Ministry of Education,133632,7849168796,Zenith,BIO_17156,86.0,2019-09-04,EMP_005349
Ade Adeyemi,Ministry of Education,382465,7739847683,GTBank,BIO_42423,86.8,2023-08-22,EMP_005350
Uchenna Okonkwo,Ministry of Agriculture,259602,6055589764,UBA,BIO_68457,89.83,2022-04-17,EMP_005351
Yemi Adeleke,Civil Service Commission,210654,6208792956,Zenith,BIO_50797,93.19,2022-02-17,EMP_005352
Fatima Mohammed,Ministry of Health,403699,1861496727,GTBank,BIO_94930,92.82,2018-04-14,EMP_005353
Adaeze Obiora,Nigeria Customs Service,209452,2521659296,First Bank,BIO_85302,87.23,2022-01-01,EMP_005354
Nnamdi Nwosu,Ministry of Power,321166,9261651788,Zenith,BIO_74187,91.06,2022-01-15,EMP_005355
Adaeze Nwosu,Ministry of Finance,391826,5284852705,GTBank,BIO_66201,85.77,2018-07-15,EMP_005356
Adaeze Obiora,Ministry of Agriculture,480317,1898763570,Access,BIO_25226,96.19,2020-03-07,EMP_005357
Fatima Yusuf,Ministry of Finance,230638,1783287130,Zenith,BIO_11801,92.52,2017-03-04,EMP_005358
Okechukwu Nwankwo,Civil Service Commission,220217,6533690756,Access,BIO_62610,97.2,2023-02-09,EMP_005359
Dele Adeleke,Civil Service Commission,343913,6082612236,GTBank,BIO_89918,91.51,2024-11-12,EMP_005360
Amina Mohammed,Ministry of Education,237926,9227094401,UBA,BIO_18707,86.88,2019-11-13,EMP_005361
Usman Suleiman,Ministry of Power,132702,5713128133,Access,BIO_26496,96.18,2021-03-03,EMP_005362
Adaeze Nwosu,Ministry of Water Resources,330077,1608943349,Zenith,BIO_34670,85.08,2016-08-11,EMP_005363
Abubakar Yusuf,Ministry of Health,486604,2949299077,UBA,BIO_72859,85.71,2025-03-04,EMP_005364
Fatima Musa,Ministry of Education,398004,7862952389,First Bank,BIO_76046,92.77,2020-09-28,EMP_005365
Femi Adeleke,Civil Service Commission,280171,7939433688,UBA,BIO_34940,96.44,2020-11-29,EMP_005366
Femi Williams,Civil Service Commission,324611,4721906113,Access,BIO_45324,95.26,2022-10-08,EMP_005367
Nnamdi Onyeka,Nigeria Customs Service,432994,9097911856,Access,BIO_60768,87.02,2023-06-05,EMP_005368
Chukwu Obiora,Ministry of Water Resources,467573,5186087475,UBA,BIO_87962,87.99,2022-11-07,EMP_005369
Chukwu Obiora,Ministry of Water Resources,456546,4887929623,GTBank,BIO_46781,98.08,2024-07-31,EMP_005370
Femi Oyedepo,Ministry of Health,105863,1144356289,Access,BIO_42421,97.55,2017-12-12,EMP_005371
Tayo Williams,Ministry of Water Resources,268828,5538499932,Zenith,BIO_78935,90.46,2023-02-23,EMP_005372
Yemi Adebayo,Nigeria Customs Service,294652,5055363226,Zenith,BIO_63843,88.72,2025-04-10,EMP_005373
Amina Musa,Ministry of Works,93778,8791963890,Access,BIO_70015,89.63,2020-09-14,EMP_005374
Amina Ahmad,Ministry of Education,280450,9287810815,Zenith,BIO_23107,89.62,2018-09-20,EMP_005375
Ibrahim Ahmad,Civil Service Commission,451675,7538318218,First Bank,BIO_82976,88.82,2023-06-01,EMP_005376
Femi Adebayo,Ministry of Works,274465,1716411787,Zenith,BIO_72605,88.07,2023-02-23,EMP_005377
Tunde Adebayo,Ministry of Power,367913,9619578284,GTBank,BIO_36149,99.45,2020-06-26,EMP_005378
Abubakar Suleiman,Ministry of Works,295389,2932430181,First Bank,BIO_58380,97.55,2021-09-19,EMP_005379
Tunde Williams,Ministry of Finance,257088,3076494793,GTBank,BIO_61692,92.87,2024-09-18,EMP_005380
Hassan Yusuf,Federal Roads Maintenance Agency,402893,8084516148,Access,BIO_24731,92.55,2016-12-08,EMP_005381
Chukwu Okafor,Ministry of Agriculture,309175,1580957190,Access,BIO_65674,93.96,2024-05-13,EMP_005382
Ade Adebayo,Ministry of Power,483719,9669621870,Access,BIO_41820,92.32,2024-03-21,EMP_005383
Tayo Adeleke,Federal Roads Maintenance Agency,206975,8347364422,Zenith,BIO_17373,92.47,2016-07-26,EMP_005384
Amina Mohammed,Ministry of Water Resources,320212,7216706930,GTBank,BIO_76181,88.09,2016-08-01,EMP_005385
Uchenna Onyeka,Ministry of Finance,309794,1785765079,Zenith,BIO_68767,87.86,2024-11-09,EMP_005386
Dele Adeyemi,Nigeria Customs Service,120877,9712991397,First Bank,BIO_37601,90.96,2021-08-15,EMP_005387
Abubakar Umar,Ministry of Agriculture,301192,9306793875,Access,BIO_14970,88.66,2021-10-01,EMP_005388
Fatima Ahmad,Ministry of Power,491474,4716619984,First Bank,BIO_73430,91.84,2023-12-21,EMP_005389
Hassan Umar,Ministry of Health,211178,5954274387,Zenith,,99.9,2025-03-09,EMP_005390
Fatima Ibrahim,Ministry of Power,378216,6315057258,Zenith,BIO_61826,94.81,2022-04-02,EMP_005391
Chioma Onyeka,Ministry of Water Resources,418132,5995152511,Access,BIO_83512,88.38,2020-11-19,EMP_005392
Aisha Yusuf,Ministry of Power,386321,7920348541,Access,BIO_17331,91.61,2023-12-28,EMP_005393
Abubakar Ahmad,Ministry of Water Resources,338517,8276800812,First Bank,BIO_72092,92.52,2020-08-28,EMP_005394
Chinedu Ani,Ministry of Water Resources,374856,2776749883,Access,BIO_74462,93.94,2020-03-04,EMP_005395
Yemi Ogunlesi,Nigeria Customs Service,263278,1708426032,UBA,BIO_41954,88.79,2021-10-31,EMP_005396
Chiamaka Nwosu,Nigeria Customs Service,427814,2375895963,UBA,BIO_77831,95.97,2016-08-11,EMP_005397
Uchenna Onyeka,Nigeria Customs Service,200757,5404281737,UBA,BIO_89134,87.46,2021-03-30,EMP_005398
Okechukwu Onyeka,Nigeria Customs Service,280817,7261283809,First Bank,BIO_45294,92.5,2024-01-13,EMP_005399
Ade Adeleke,Ministry of Agriculture,252086,4053929187,Access,BIO_12607,92.98,2018-07-25,EMP_005400
Femi Adeleke,Ministry of Water Resources,1476812,7830220734,Zenith,BIO_66175,97.17,2025-08-15,EMP_005401
Fatima Suleiman,Ministry of Agriculture,457557,3670929144,Zenith,BIO_59772,98.83,2024-10-13,EMP_005402
Kemi Oyedepo,Civil Service Commission,178187,2523292859,Access,BIO_87760,97.32,2024-09-08,EMP_005403
Nnamdi Nwosu,Ministry of Agriculture,206028,7305889567,GTBank,BIO_34807,90.82,2023-09-27,EMP_005404
Nnamdi Onyeka,Ministry of Water Resources,398317,2305422318,GTBank,BIO_30731,96.54,2018-12-28,EMP_005405
Dele Adeleke,Civil Service Commission,216245,6738612347,First Bank,BIO_84974,94.69,2022-11-14,EMP_005406
Nnamdi Ani,Ministry of Power,344812,6625027377,Access,BIO_14813,86.72,2016-11-01,EMP_005407
Fatima Ahmad,Ministry of Power,204298,6986296639,GTBank,BIO_25908,85.53,2017-01-23,EMP_005408
Kemi Ogunlesi,Federal Roads Maintenance Agency,151554,7481478929,Access,BIO_42201,88.93,2021-03-25,EMP_005409
Tayo Williams,Ministry of Water Resources,457936,6305852217,GTBank,BIO_64927,85.71,2022-10-02,EMP_005410
Abubakar Ibrahim,Civil Service Commission,378661,2430512635,GTBank,BIO_83613,93.36,2019-12-24,EMP_005411
Okechukwu Eze,Ministry of Power,164034,3139586757,GTBank,,99.9,2024-05-20,EMP_005412
Ibrahim Yusuf,Ministry of Works,310405,9900886175,Access,BIO_32610,95.95,2021-09-12,EMP_005413
Uchenna Okafor,Civil Service Commission,426007,2128565450,GTBank,BIO_73213,88.72,2020-12-03,EMP_005414
Chinedu Onyeka,Ministry of Water Resources,476009,8028482000,First Bank,BIO_15448,87.68,2021-03-21,EMP_005415
Dele Oyedepo,Ministry of Power,439929,8240640849,UBA,BIO_96515,97.55,2022-12-23,EMP_005416
Kemi Oyedepo,Ministry of Power,251616,5223605432,First Bank,BIO_47587,87.12,2018-07-21,EMP_005417
Uchenna Nwosu,Ministry of Water Resources,314658,7769730163,UBA,BIO_64346,97.13,2021-02-28,EMP_005418
Chinedu Obiora,Ministry of Power,136518,8191205017,First Bank,BIO_93495,95.02,2024-01-06,EMP_005419
Uchenna Onyeka,Nigeria Customs Service,381595,3684637691,Zenith,,99.9,2025-07-12,EMP_005420
Ade Adebayo,Ministry of Water Resources,377537,7059814750,First Bank,BIO_51972,96.1,2017-08-29,EMP_005421
Bola Williams,Ministry of Power,134511,5373392403,Zenith,BIO_84104,96.8,2018-05-10,EMP_005422
Zainab Ahmad,Nigeria Customs Service,498801,1290717180,Zenith,BIO_83052,95.6,2019-10-21,EMP_005423
Chukwu Nwosu,Ministry of Agriculture,98394,5749172218,UBA,BIO_90500,96.95,2023-04-30,EMP_005424
Tayo Williams,Ministry of Water Resources,325927,1745229216,GTBank,BIO_14914,89.39,2020-08-24,EMP_005425
Uchenna Obiora,Federal Roads Maintenance Agency,161634,4440468367,Zenith,BIO_86171,97.73,2020-07-27,EMP_005426
Bola Oyedepo,Ministry of Health,284327,6756982356,Access,BIO_43102,91.29,2017-06-10,EMP_005427
Ibrahim Ibrahim,Ministry of Power,449246,8383708377,Zenith,BIO_14259,92.8,2022-03-21,EMP_005428
Fatima Mohammed,Ministry of Agriculture,229901,8908830750,Access,BIO_89279,85.09,2017-06-04,EMP_005429
Ibrahim Ibrahim,Nigeria Customs Service,435159,2601494732,First Bank,BIO_27229,96.49,2017-10-31,EMP_005430
Chukwu Ani,Ministry of Finance,414644,2337386730,Zenith,BIO_24384,89.97,2022-12-20,EMP_005431
Kemi Adeyemi,Ministry of Agriculture,96582,3530978105,Zenith,BIO_29287,87.46,2024-12-18,EMP_005432
Nnamdi Obiora,Ministry of Works,364550,1772220171,Access,BIO_40602,89.12,2022-09-16,EMP_005433
Femi Oyedepo,Ministry of Power,91663,7617793422,GTBank,BIO_79171,89.36,2022-11-02,EMP_005434
Femi Ogunlesi,Ministry of Finance,352250,8594192037,Zenith,BIO_29351,91.9,2019-06-02,EMP_005435
Chukwu Onyeka,Ministry of Power,449511,3984485829,Access,BIO_77267,95.45,2017-04-13,EMP_005436
Usman Mohammed,Ministry of Agriculture,242945,4003751494,Access,BIO_97218,89.74,2021-02-22,EMP_005437
Amina Yusuf,Ministry of Agriculture,108981,9120448029,Access,BIO_84063,90.67,2019-09-20,EMP_005438
Zainab Yusuf,Ministry of Power,385639,2948007953,Access,BIO_34392,87.99,2018-11-11,EMP_005439
Uchenna Okonkwo,Ministry of Works,203468,3708116626,GTBank,BIO_55687,93.79,2017-10-14,EMP_005440
Okechukwu Eze,Ministry of Finance,458488,7755771331,Zenith,BIO_61017,97.01,2022-03-30,EMP_005441
Chiamaka Okafor,Ministry of Power,245689,6628086959,GTBank,BIO_87500,88.15,2017-01-08,EMP_005442
Yemi Williams,Ministry of Works,428501,5173643466,Access,BIO_14729,92.73,2025-05-10,EMP_005443
Nnamdi Nwosu,Ministry of Power,446369,6622674057,Zenith,BIO_59660,89.26,2019-02-10,EMP_005444
Chinedu Eze,Ministry of Finance,491910,8284509597,Zenith,BIO_38606,89.83,2022-04-15,EMP_005445
Yemi Adeyemi,Nigeria Customs Service,126492,5077781177,First Bank,BIO_74131,96.92,2020-09-13,EMP_005446
Adaeze Onyeka,Ministry of Power,295283,8610600438,Zenith,BIO_14171,91.87,2016-07-13,EMP_005447
Chukwu Eze,Ministry of Education,84183,7200297993,First Bank,BIO_67058,93.49,2016-12-18,EMP_005448
Adaeze Okonkwo,Federal Roads Maintenance Agency,248709,8482015130,Zenith,BIO_48240,90.19,2025-04-11,EMP_005449
Zainab Ahmad,Civil Service Commission,299525,6961609646,First Bank,BIO_77821,89.65,2023-07-30,EMP_005450
Dele Williams,Ministry of Works,126371,7283257005,GTBank,BIO_96900,97.63,2021-08-20,EMP_005451
Adaeze Okafor,Civil Service Commission,382719,7570028912,First Bank,BIO_92890,87.81,2020-08-19,EMP_005452
Hassan Mohammed,Federal Roads Maintenance Agency,82776,2316029754,Access,BIO_21815,85.99,2021-11-29,EMP_005453
Chioma Okonkwo,Ministry of Power,87038,9703819622,GTBank,BIO_60898,93.92,2021-07-29,EMP_005454
Chioma Okafor,Ministry of Power,1497154,2180967919,Zenith,BIO_65727,87.76,2026-01-23,EMP_005455
Fatima Musa,Ministry of Power,343663,1475603030,Zenith,BIO_41166,99.02,2025-04-24,EMP_005456
Chiamaka Okonkwo,Ministry of Power,279425,5611551170,First Bank,BIO_64809,96.63,2017-03-04,EMP_005457
Ade Williams,Nigeria Customs Service,429926,4270579566,Access,,99.9,2025-12-20,EMP_005458
Chioma Eze,Federal Roads Maintenance Agency,151202,3543887031,Zenith,BIO_70715,86.79,2023-02-01,EMP_005459
Zainab Umar,Ministry of Power,135058,3562133786,First Bank,BIO_91392,92.12,2023-04-13,EMP_005460
Chiamaka Obiora,Ministry of Agriculture,248117,6967097074,GTBank,BIO_87374,95.81,2017-02-28,EMP_005461
Chinedu Okonkwo,Ministry of Education,497840,5697643644,Zenith,,99.9,2026-01-12,EMP_005462
Abubakar Ahmad,Ministry of Power,301648,2163219949,UBA,BIO_67452,93.9,2024-01-07,EMP_005463
Amina Suleiman,Ministry of Agriculture,483373,4516632060,UBA,BIO_86663,93.41,2018-04-06,EMP_005464
Tunde Williams,Ministry of Water Resources,195246,8371483397,GTBank,BIO_66196,94.16,2017-09-18,EMP_005465
Aisha Yusuf,Ministry of Agriculture,236513,9011017398,First Bank,BIO_56642,91.27,2020-03-14,EMP_005466
Okechukwu Ani,Ministry of Health,319979,9838130634,GTBank,BIO_11162,98.41,2020-03-28,EMP_005467
Dele Adebayo,Ministry of Education,262996,5787221256,GTBank,BIO_76937,87.44,2018-01-29,EMP_005468
Yemi Oyedepo,Ministry of Water Resources,279039,3360056676,Zenith,BIO_23997,98.91,2022-11-19,EMP_005469
Uchenna Nwankwo,Ministry of Health,83070,4575362728,UBA,BIO_87500,93.21,2020-06-16,EMP_005470
Tayo Oyedepo,Civil Service Commission,225265,1495379841,Zenith,BIO_82338,97.88,2020-11-10,EMP_005471
Nnamdi Obiora,Ministry of Health,279006,6441833311,Access,BIO_33495,85.18,2017-12-21,EMP_005472
Uchenna Okafor,Ministry of Works,405405,7510487837,First Bank,BIO_75571,90.21,2022-11-04,EMP_005473
Aisha Yusuf,Ministry of Finance,341076,8471860936,GTBank,BIO_23211,87.93,2019-04-30,EMP_005474
Femi Oyedepo,Ministry of Education,127729,7355105547,UBA,BIO_78937,87.61,2023-08-15,EMP_005475
Yemi Adeyemi,Ministry of Power,443438,1018284350,Access,BIO_83833,95.16,2024-07-30,EMP_005476
Amina Musa,Nigeria Customs Service,374216,5952232249,UBA,BIO_24490,85.79,2022-10-03,EMP_005477
Dele Ogunlesi,Ministry of Water Resources,132204,5990687318,GTBank,BIO_26380,91.57,2017-04-23,EMP_005478
Nnamdi Okafor,Ministry of Works,84092,3721589903,GTBank,BIO_24552,85.17,2018-11-16,EMP_005479
Chioma Nwankwo,Ministry of Power,214667,1192585661,GTBank,BIO_17179,94.18,2020-04-17,EMP_005480
Okechukwu Ani,Ministry of Power,284026,3594630056,UBA,BIO_18135,96.2,2025-03-21,EMP_005481
Bola Ogunlesi,Ministry of Works,481352,9044729112,GTBank,BIO_66849,86.42,2017-06-22,EMP_005482
Zainab Mohammed,Civil Service Commission,319625,1078823028,UBA,,99.9,2025-01-02,EMP_005483
Fatima Ahmad,Ministry of Finance,317446,2833156813,UBA,BIO_11568,88.67,2019-11-30,EMP_005484
Abubakar Musa,Ministry of Water Resources,348270,3801144050,Zenith,,99.9,2026-03-31,EMP_005485
Chiamaka Eze,Nigeria Customs Service,462556,5741915372,Zenith,BIO_15410,94.94,2023-09-03,EMP_005486
Bola Adeyemi,Ministry of Agriculture,476688,1843033324,Zenith,BIO_60100,96.78,2016-11-18,EMP_005487
Chukwu Ani,Civil Service Commission,461484,1286703021,UBA,BIO_57160,88.83,2017-06-12,EMP_005488
Ade Adeyemi,Ministry of Agriculture,86943,1165807684,UBA,BIO_97922,93.05,2016-11-23,EMP_005489
Dele Oyedepo,Ministry of Works,380919,7666499193,Zenith,BIO_39788,86.71,2016-10-28,EMP_005490
Chiamaka Onyeka,Ministry of Power,203146,2443873965,Access,BIO_31963,92.66,2016-12-26,EMP_005491
Adaeze Nwankwo,Civil Service Commission,340377,1495996284,UBA,BIO_32032,88.16,2018-10-28,EMP_005492
Hassan Umar,Ministry of Power,299731,6996581619,First Bank,BIO_40394,95.44,2025-02-02,EMP_005493
Tunde Ogunlesi,Civil Service Commission,325612,4669543537,Zenith,BIO_43667,98.93,2024-10-31,EMP_005494
Bola Oyedepo,Ministry of Education,211929,8393846396,UBA,BIO_66639,97.98,2025-03-05,EMP_005495
Chiamaka Nwosu,Ministry of Health,1465234,9046812786,GTBank,BIO_34158,93.68,2026-02-26,EMP_005496
Abubakar Musa,Civil Service Commission,469611,6435596252,UBA,BIO_58282,87.8,2023-07-03,EMP_005497
Tayo Adeyemi,Ministry of Power,100603,4096490137,Zenith,,99.9,2026-04-21,EMP_005498
Fatima Mohammed,Ministry of Finance,147853,8667848559,First Bank,BIO_71555,88.26,2018-07-23,EMP_005499
Tunde Ogunlesi,Ministry of Health,427640,9513233637,UBA,BIO_95745,91.13,2022-04-30,EMP_005500
Aisha Suleiman,Federal Roads Maintenance Agency,290411,6672552139,Access,BIO_86463,92.81,2018-09-29,EMP_005501
Femi Oyedepo,Ministry of Water Resources,103816,4887929623,GTBank,BIO_64216,99.11,2016-06-20,EMP_005502
Tayo Williams,Ministry of Health,414946,5361517989,Zenith,BIO_55395,93.47,2021-01-21,EMP_005503
Kemi Adeyemi,Ministry of Works,284558,1944060820,First Bank,BIO_36884,90.95,2017-04-23,EMP_005504
Abubakar Yusuf,Ministry of Education,481429,8680778366,Zenith,BIO_47433,87.38,2017-03-12,EMP_005505
Bola Adebayo,Civil Service Commission,252899,3712477090,GTBank,BIO_18357,88.7,2021-05-20,EMP_005506
Chukwu Onyeka,Nigeria Customs Service,211576,3608106109,UBA,BIO_76145,91.68,2024-10-06,EMP_005507
Chiamaka Okafor,Federal Roads Maintenance Agency,113588,3050518461,Zenith,BIO_23546,89.67,2021-02-26,EMP_005508
Ibrahim Ibrahim,Ministry of Education,238425,1862550676,Zenith,BIO_17728,87.86,2021-12-29,EMP_005509
Fatima Ibrahim,Ministry of Finance,355789,5000082974,Access,BIO_71859,97.78,2023-08-10,EMP_005510
Chukwu Nwosu,Ministry of Finance,327845,3278607495,First Bank,BIO_24583,93.99,2016-11-06,EMP_005511
Hassan Suleiman,Ministry of Education,424279,1481286616,GTBank,BIO_52978,96.7,2016-09-07,EMP_005512
Chukwu Nwosu,Ministry of Power,101820,4527598016,Access,BIO_44251,97.33,2018-04-15,EMP_005513
Ibrahim Mohammed,Ministry of Water Resources,433568,4371109383,First Bank,BIO_54325,85.66,2023-09-27,EMP_005514
Yemi Adeyemi,Federal Roads Maintenance Agency,115990,1270596626,First Bank,BIO_32563,85.24,2022-12-08,EMP_005515
Tunde Ogunlesi,Ministry of Agriculture,94637,4558009967,First Bank,BIO_12011,91.0,2025-01-17,EMP_005516
Amina Yusuf,Ministry of Works,170964,1390891841,First Bank,BIO_52478,85.97,2020-09-18,EMP_005517
Kemi Adebayo,Ministry of Water Resources,128642,4975658589,Zenith,BIO_69202,96.32,2024-09-30,EMP_005518
Abubakar Mohammed,Ministry of Water Resources,273703,8024765960,GTBank,BIO_15568,99.63,2023-04-06,EMP_005519
Adaeze Okafor,Ministry of Works,407159,9764584901,Zenith,BIO_55948,94.47,2020-10-02,EMP_005520
Chiamaka Eze,Ministry of Agriculture,283389,6579484313,Zenith,BIO_63248,88.38,2019-12-27,EMP_005521
Adaeze Eze,Federal Roads Maintenance Agency,252240,8333497197,GTBank,BIO_77227,86.88,2019-08-19,EMP_005522
Chiamaka Nwankwo,Ministry of Works,299715,4359844482,First Bank,BIO_85227,98.57,2020-09-14,EMP_005523
Kemi Oyedepo,Ministry of Health,393038,8668608660,Access,BIO_59133,97.1,2018-06-12,EMP_005524
Chioma Ani,Ministry of Power,322383,2566849504,Access,BIO_11059,94.5,2018-05-02,EMP_005525
Femi Adeleke,Nigeria Customs Service,288855,6038087628,GTBank,BIO_22648,95.42,2019-03-10,EMP_005526
Amina Mohammed,Federal Roads Maintenance Agency,154869,2731423876,Zenith,BIO_51410,86.58,2018-10-31,EMP_005527
Kemi Adebayo,Ministry of Agriculture,492885,9324252812,Access,BIO_33920,93.62,2018-11-12,EMP_005528
Kemi Adebayo,Ministry of Water Resources,175424,6318038666,Access,BIO_55357,97.28,2019-07-28,EMP_005529
Amina Musa,Ministry of Education,334295,5222515834,Zenith,BIO_90891,95.41,2016-05-25,EMP_005530
Yemi Oyedepo,Nigeria Customs Service,446698,8858261102,UBA,BIO_45934,91.23,2017-06-14,EMP_005531
Femi Williams,Ministry of Water Resources,89005,1367904464,UBA,BIO_65082,90.85,2020-12-26,EMP_005532
Zainab Mohammed,Ministry of Education,162004,3597438109,GTBank,BIO_85277,86.6,2024-12-03,EMP_005533
Abubakar Ahmad,Ministry of Agriculture,93875,6570755424,Access,BIO_89298,89.38,2019-01-17,EMP_005534
Adaeze Nwankwo,Nigeria Customs Service,277699,1256974021,Access,BIO_82358,91.95,2021-01-15,EMP_005535
Zainab Musa,Federal Roads Maintenance Agency,268162,9951196042,First Bank,BIO_28508,85.42,2023-06-06,EMP_005536
Aisha Ahmad,Ministry of Power,179011,6619845573,First Bank,BIO_25135,92.23,2016-06-17,EMP_005537
Femi Adebayo,Ministry of Works,154878,4811306036,First Bank,BIO_70662,89.48,2020-01-08,EMP_005538
Tayo Adeleke,Civil Service Commission,451511,8542264650,Zenith,BIO_69099,93.69,2022-03-13,EMP_005539
Hassan Suleiman,Federal Roads Maintenance Agency,267349,1650950707,GTBank,BIO_69889,90.78,2018-07-11,EMP_005540
Femi Ogunlesi,Ministry of Works,482796,1599798172,Zenith,BIO_11805,85.59,2024-02-09,EMP_005541
Abubakar Umar,Ministry of Water Resources,82177,6352640093,Zenith,BIO_51107,92.34,2020-04-29,EMP_005542
Yemi Oyedepo,Ministry of Finance,478810,3790870122,Access,BIO_73667,93.07,2025-01-13,EMP_005543
Adaeze Nwosu,Ministry of Power,466532,9868390978,UBA,BIO_23981,90.93,2021-12-09,EMP_005544
